initial_state,first_control
[0.29081273 0.09871416 0.02919187 0.02734519],-0.2608911582951217
[ 0.30068415  0.05729054  0.03192639 -0.00472133],-0.25588880931728547
[ 0.3064132   0.01826119  0.03145426 -0.02410223],-0.23703344847781152
[ 0.30823932 -0.01675612  0.02904403 -0.03460786],-0.21091628089747183
"[-0.1767459847064462, 0.19954485778699804, -0.08756733882302745, 0.10809611300423161]",1.0000000083166758
[-0.1567915   0.35430639 -0.07675773  0.28056435],0.7489435037781061
[-0.12136086  0.46349861 -0.04870129  0.36556718],0.20621883178215708
[-0.075011    0.47953566 -0.01214457  0.2863647 ],-0.09286458233516871
[-0.02705743  0.45067908  0.0164919   0.18446038],-0.25422635906605495
[0.01801048 0.40066666 0.03493793 0.09980821],-0.33356896063131714
[0.05807714 0.3420706  0.04491875 0.03888089],-0.36287003484796937
[ 0.0922842   0.28188192  0.04880684 -0.00157838],-0.3617023413370699
[ 0.12047239  0.22404025  0.04864901 -0.02664439],-0.3425174674674936
[ 0.14287642  0.17069693  0.04598457 -0.04084933],-0.3133774874454044
"[0.13017071822265674, -0.26342613087571753, 0.03520382634579171, 0.22130649248667783]",-1.0000000097597337
[ 0.10382811 -0.43102179  0.05733448 -0.11153505],-1.0000000046056927
[ 0.06072593 -0.58965169  0.04618097 -0.3677432 ],-0.35423269341299035
[ 0.00176076 -0.63097536  0.00940665 -0.35794673],0.1170885642835307
[-0.06133678 -0.59569051 -0.02638802 -0.24667707],0.3643284155969024
[-0.12090583 -0.52566756 -0.05105573 -0.13623259],0.4831090704019707
[-0.17347259 -0.44191838 -0.06467899 -0.05189531],0.5255688868036832
[-0.21766442 -0.35561573 -0.06986852  0.00545358],0.5224155432721727
[-0.253226   -0.27284423 -0.06932316  0.04126018],0.4926868739909977
[-0.28051042 -0.19683808 -0.06519714  0.06148657],0.448506850330946
"[-0.16145747586220216, -0.08974918992947406, -0.06273639383486887, -0.25361766933611607]",1.0000000096381227
[-0.17043239  0.07691481 -0.08809816  0.0094413 ],1.0000000096775163
[-0.16274091  0.23376632 -0.08715403  0.185834  ],0.9999999978416053
[-0.13936428  0.3880155  -0.06857063  0.35803393],0.438964570025998
[-0.10056273  0.44242845 -0.03276724  0.32611557],0.05507401488164345
[-5.63198864e-02  4.35630025e-01 -1.55680989e-04  2.28846924e-01],-0.15735483538332057
[-0.01275688  0.39905284  0.02272901  0.13700681],-0.2695234144497547
[0.0271484  0.34886618 0.03642969 0.06719816],-0.32080940439532984
[0.06203502 0.29393132 0.04314951 0.01907986],-0.33471184721641156
[ 0.09142815  0.23926502  0.04505749 -0.01190523],-0.3259777387446956
"[-0.1496132409751, -0.30409207629600116, 0.08459900324482349, 0.2682811071667068]",-1.0000000099984663
[-0.18002245 -0.45774429  0.11142711  0.0913139 ],-1.0000000097319377
[-0.22579688 -0.60142888  0.1205585   0.00499329],-1.000000009783537
[-0.28593977 -0.74005758  0.12105783 -0.04631617],-1.0000000099618451
[-0.35994552 -0.87602978  0.11642622 -0.08976102],-1.0000000099352406
[-0.4475485  -1.01076531  0.10745011 -0.14146144],-0.9479211949761722
[-0.54862503 -1.13598004  0.09330397 -0.19134565],0.9634021675734488
[-0.66222304 -0.91521854  0.07416941  0.58924451],0.923776890670291
[-0.75374489 -0.71079344  0.13309386  1.28211097],0.7089409348670604
[-0.82482423 -0.53339555  0.26130495  2.05174989],0.36151372006049426
"[0.23065817207657618, 0.24396554540118132, -0.08923766506182831, -0.21182924786191243]",1.0000000099959587
[ 0.25505473  0.39747215 -0.11042059 -0.04659056],1.000000009999535
[ 0.29480194  0.54252273 -0.11507965  0.04561098],1.0000000099702653
[ 0.34905421  0.68368803 -0.11051855  0.11668484],1.0000000099618451
[ 0.41742302  0.8235033  -0.09885006  0.1955581 ],1.0000000099352406
[ 0.49977335  0.96389292 -0.07929425  0.30445444],0.8843156453086488
[ 0.59616264  1.0859233  -0.04884881  0.41535186],-0.9954540299741821
[ 0.70475497  0.87212867 -0.00731362 -0.23891141],-0.9604817083217806
[ 0.79196784  0.67968542 -0.03120476 -0.73803359],-0.890725487125878
[ 0.85993638  0.49704022 -0.10500812 -1.27118578],-0.6392184003233958
"[-0.10907004169892609, 0.14738605322601495, -0.010349802291270457, 0.07930168538982185]",0.05569616965322091
[-0.09433144  0.15206269 -0.00241963  0.06564235],-0.015631802539515342
[-0.07912517  0.14580652  0.0041446   0.04407237],-0.055206627910344946
[-0.06454452  0.13422413  0.00855184  0.02526494],-0.07584798749549726
[-0.0511221   0.12027799  0.01107833  0.01134359],-0.08482755858279908
[-0.0390943   0.10562852  0.01221269  0.00185278],-0.08657200658794804
[-0.02853145  0.09123174  0.01239797 -0.00422734],-0.08390000347253293
