initial_state,first_control
"[-0.19549837743485854, -0.01955808738127196, -0.02442335576938784, 0.0222799238211443]",0.1898219709300044
[-0.19745419  0.00877914 -0.02219536  0.03330598],0.1564338958018301
[-0.19657627  0.03112622 -0.01886477  0.03481179],0.12791220159105238
[-0.19346365  0.04877161 -0.01538359  0.03272032],0.10299053935531437
[-0.18858649  0.06249562 -0.01211155  0.02935162],0.08118572336133799
[-0.18233693  0.07288034 -0.00917639  0.02564885],0.062234435849862976
[-0.17504889  0.08041529 -0.00661151  0.02201074],0.04591611055753555
[-0.16700736  0.08553202 -0.00441043  0.0186093 ],0.032007253951828164
[-0.15845416  0.08861535 -0.0025495   0.01551548],0.020277202044282395
[-0.14959263  0.09000747 -0.00099796  0.01275164],0.010494517456371949
"[0.21039108306150028, 0.42233157352633155, -0.005846317294012235, -0.2888089441565324]",1.0000000094482984
[ 0.25262424  0.59488242 -0.03472721  0.12834499],1.0000000041657289
[ 0.31211248  0.75657298 -0.02189271  0.44759145],0.14645130462989359
[0.38776978 0.76357627 0.02286643 0.41147828],-0.407926652516927
[0.46412741 0.68163032 0.06401426 0.26259421],-0.6800942823548269
[0.53229044 0.56269452 0.09027368 0.12201844],-0.791744590489387
[0.58855989 0.43264447 0.10247552 0.01798014],-0.8096777137458502
[ 0.63182434  0.30496264  0.10427354 -0.05024549],-0.7733095507247475
[ 0.6623206   0.18669696  0.09924899 -0.09052206],-0.7069894688111857
[ 0.6809903   0.08129764  0.09019678 -0.11093599],-0.6260822795931617
"[0.012000663940994083, 0.264816837083489, -0.0074961604723456365, -0.09285194251101994]",0.7430581792234521
[ 0.03848235  0.39308142 -0.01678135  0.20951861],0.16324000832750674
[0.07779049 0.41111872 0.00417051 0.21351469],-0.13790014127744074
[0.11890236 0.37968089 0.02552198 0.14512386],-0.29070453454763595
[0.15687045 0.32674264 0.04003436 0.07527673],-0.3593939205720161
[0.18954471 0.26615929 0.04756203 0.02186461],-0.37874142339584665
[ 0.21616064  0.20517333  0.0497485  -0.01411355],-0.3690876229448685
[ 0.23667798  0.14763682  0.04833714 -0.03611042],-0.3429584754075403
[ 0.25144166  0.0955205   0.0447261  -0.04801194],-0.3082736012724005
[ 0.26099371  0.04969317  0.0399249  -0.05303439],-0.27006899164031045
"[-0.16527475717497558, 0.15659989352354964, -0.00838044073150461, 0.08512859868946954]",-0.012287085913295186
[-1.49614768e-01  1.49275891e-01  1.32419137e-04  4.62857040e-02],-0.0322510941715948
[-0.13468718  0.14073122  0.00476099  0.02524521],-0.04564964233208517
[-0.12061406  0.13114342  0.00728551  0.01293533],-0.05349637179613276
[-0.10749972  0.12097838  0.00857904  0.00536654],-0.057205567420105054
[-0.09540188  0.11066978  0.0091157   0.00060754],-0.05801980640976569
[-0.0843349   0.10054422  0.00917645 -0.00237917],-0.05689647445286042
[-0.07428048  0.0908234   0.00893854 -0.00420505],-0.054533076061043365
[-0.06519814  0.08164557  0.00851803 -0.00525611],-0.05142318300441505
[-0.05703358  0.07308776  0.00799242 -0.00578704],-0.04790957646900519
"[0.24737115453717667, -0.3194412552251439, 0.07163901010120853, -0.1631279001577736]",-0.9249850391968312
[ 0.21542703 -0.4626406   0.05532622 -0.34570676],-0.31847008081892375
[ 0.16916297 -0.4973297   0.02075554 -0.29691489],0.016318042363769217
[ 0.11943    -0.47976372 -0.00893595 -0.20214827],0.20046805776777432
[ 0.07145363 -0.43697551 -0.02915077 -0.11705031],0.29581967209507126
[ 0.02775608 -0.38303454 -0.0408558  -0.05358624],0.33703986563706206
[-0.01054738 -0.32571022 -0.04621443 -0.01033641],0.34502244804659826
[-0.0431184  -0.26941033 -0.04724807  0.01722478],0.33296058257707545
[-0.07005943 -0.21660424 -0.04552559  0.03351791],0.3093876175314581
[-0.09171986 -0.16858436 -0.0421738   0.04206312],0.2798614476383078
"[0.0497380148559442, -0.19185533527041887, 0.017575198639832756, -0.008656849365867192]",-0.4721044925465878
[ 0.03055248 -0.26949431  0.01670951 -0.15974315],-0.1152654697739781
[ 0.00360305 -0.28107833  0.0007352  -0.14777724],0.0737654480958861
[-0.02450478 -0.26235562 -0.01404252 -0.0991619 ],0.1719924040632101
[-0.05074035 -0.2300661  -0.02395871 -0.05282437],0.21796270999950773
[-0.07374696 -0.19265744 -0.02924115 -0.01797858],0.23286785305104438
[-0.0930127  -0.15463186 -0.03103901  0.00546929],0.2292615884623138
[-0.10847589 -0.11843453 -0.03049208  0.01994152],0.214951602848932
[-0.12031934 -0.08535135 -0.02849793  0.02796688],0.19491462872542833
[-0.12885447 -0.05597998 -0.02570124  0.03159631],0.1723398277237799
"[0.09105427100965768, 0.2315834761542871, 0.014334880879497233, 0.24475710027558267]",-0.6158283123923827
[ 0.11421262  0.11924278  0.03881059 -0.00103647],-0.3999814055179401
[ 0.1261369   0.05473002  0.03870694 -0.06727438],-0.27572301774581237
[ 0.1316099   0.01395385  0.03197951 -0.07441229],-0.19626766783094332
[ 0.13300528 -0.01343345  0.02453828 -0.06455198],-0.14151201236358082
[ 0.13166194 -0.03235676  0.01808308 -0.05175686],-0.10194734993121386
[ 0.12842626 -0.04546829  0.01290739 -0.04024324],-0.07253773617139184
[ 0.12387943 -0.05437798  0.00888307 -0.03090226],-0.05030917526100789
[ 0.11844164 -0.06016007  0.00579284 -0.02359943],-0.03334553808345235
[ 0.11242563 -0.06357895  0.0034329  -0.01795779],-0.020334688550230417
"[0.2523176526445326, -0.09555701790659493, -0.0836103980578902, -0.10685721354675495]",1.0000000096868757
[ 0.24276195  0.06563306 -0.09429612  0.09137669],1.0000000091948311
[ 0.24932526  0.22103319 -0.08515845  0.24895623],0.9999999943814125
[ 0.27142858  0.37604753 -0.06026283  0.42795814],0.30766479930732693
[ 0.30903333  0.40902867 -0.01746701  0.36280085],-0.11607698316969
[0.3499362  0.37581262 0.01881307 0.23695581],-0.3369247983054739
[0.38751746 0.31274864 0.04250865 0.12535324],-0.43993998288613867
[0.41879232 0.23843809 0.05504398 0.04367694],-0.47268283875868394
[ 0.44263613  0.16287803  0.05941167 -0.01041548],-0.46365072301508675
[ 0.45892393  0.09150269  0.05837012 -0.04334458],-0.4306694658473121
"[0.11700993568990758, -0.03317284385587327, 0.09653386337613108, 0.1858596190627253]",-1.0000000099718271
[ 0.11369265 -0.1885656   0.11511983  0.03378087],-1.000000009953219
[ 0.09483609 -0.33616218  0.11849791 -0.05327276],-1.0000000099192354
[ 0.06121987 -0.48016954  0.11317064 -0.12307719],-1.0000000098503532
[ 0.01320292 -0.62297994  0.10086292 -0.20294081],-1.0000000096777646
[-0.04909507 -0.76648105  0.08056884 -0.31468447],-1.0000000089047192
[-0.12574318 -0.91279505  0.04910039 -0.48317984],-0.5705767832860291
[-2.17022683e-01 -9.86788501e-01  7.82404808e-04 -5.47927042e-01],0.24857687103595968
[-0.31570153 -0.92342854 -0.0540103  -0.38758542],0.6677723532664057
[-0.40804439 -0.79965808 -0.09276884 -0.21041503],0.8617738789898058
"[-0.21491157995397298, -0.13067315286677528, 0.0989444318340605, -0.1746665302401918]",-1.0000000088683172
[-0.2279789  -0.28364706  0.08147778 -0.31479238],-0.84285922736832
[-0.2563436  -0.40993748  0.04999854 -0.43098623],-0.17007684431158723
[-0.29733735 -0.42003198  0.00689992 -0.33374556],0.18972324926083156
[-0.33934055 -0.37605136 -0.02647464 -0.20687059],0.3743477211219432
[-0.37694568 -0.30822748 -0.0471617  -0.102135  ],0.45608274229457485
[-0.40776843 -0.23230822 -0.0573752  -0.02783504],0.47624612752442025
[-0.43099925 -0.15683505 -0.0601587   0.02032913],0.45996746454582693
[-0.44668276 -0.08643899 -0.05812579  0.04897948],0.4230953819638837
[-0.45532666 -0.02348408 -0.05322784  0.06400378],0.3757720473111114
"[-0.031270427689538416, 0.44569643740127407, 0.029916300596909487, 0.14543249699333471]",-0.35983644535950193
[0.01329922 0.38016312 0.04445955 0.05485667],-0.379358047423469
[0.05131553 0.3161609  0.04994522 0.00373685],-0.3744725021366707
[ 0.08293162  0.25567803  0.0503189  -0.0251445 ],-0.35381243140840085
[ 0.10849942  0.20015183  0.04780445 -0.04071658],-0.3240155504387831
[ 0.1285146   0.15038117  0.0437328  -0.04805711],-0.2897740914314552
[ 0.14355272  0.10665308  0.03892708 -0.05026315],-0.25423709526806915
[ 0.15421803  0.0688969   0.03390077 -0.04930962],-0.21942403298495639
[ 0.16110772  0.03681336  0.02896981 -0.04648522],-0.18656068121835812
[ 0.16478905  0.00997025  0.02432129 -0.04263706],-0.15632955380437613
"[0.19052048473436572, 0.10056134367742808, 0.05370293719741277, -0.2818118403826389]",0.22245240261695723
[ 0.20057662  0.15352777  0.02552175 -0.01780402],-0.04661132616952903
[0.2159294  0.14908159 0.02374135 0.03360289],-0.16957835778322713
[0.23083755 0.12188502 0.02710164 0.02375964],-0.22019718277447653
[0.24302606 0.08687914 0.0294776  0.00262056],-0.23275493090705993
[ 0.25171397  0.05086245  0.02973966 -0.01522577],-0.22471769980238782
[ 0.25680022  0.01703249  0.02821708 -0.02696247],-0.20574234465400618
[ 0.25850346 -0.01313903  0.02552084 -0.03328141],-0.18148772910786562
[ 0.25718956 -0.03907265  0.02219269 -0.03560884],-0.15536907136309935
[ 0.2532823  -0.06067552  0.01863181 -0.03526055],-0.12945048298279976
"[-0.06314635705859897, 0.08589747984615759, 0.02086353589447594, -0.21512169638490164]",0.3875145692437353
[-0.05455661  0.16036112 -0.00064863  0.02219077],0.11889231306083342
[-0.0385205   0.17888379  0.00157044  0.06692021],-0.01803642380768278
[-0.02063212  0.17276886  0.00826246  0.0554786 ],-0.08835186135088784
[-0.00335523  0.15577066  0.01381032  0.03321688],-0.12225690027000351
[0.01222183 0.13440083 0.01713201 0.01361468],-0.13518753034797065
[ 0.02566192  0.11195702  0.01849348 -0.00053577],-0.13577451716291786
[ 0.03685762  0.09017891  0.0184399  -0.00968654],-0.12918395960323528
[ 0.04587551  0.06998099  0.01747125 -0.0150174 ],-0.11863984974523717
[ 0.05287361  0.05180868  0.01596951 -0.01765636],-0.10619111500584169
"[-0.10396135262218345, -0.19180687186274636, -0.02209423756800409, 0.17199220914042085]",-0.4660001973261122
[-0.12314204 -0.27894061 -0.00489502 -0.10001852],-0.046673484314399265
[-0.1510361  -0.28365757 -0.01489687 -0.12380813],0.16263285770126762
[-0.17940186 -0.25291028 -0.02727768 -0.08342023],0.262565532837478
[-0.20469289 -0.20786423 -0.0356197  -0.03760778],0.3018606428740759
[-0.22547931 -0.15872398 -0.03938048 -0.00199348],0.3064405563514968
[-0.24135171 -0.11065071 -0.03957983  0.02174012],0.2912235262323227
[-0.25241678 -0.06627212 -0.03740582  0.03574712],0.2652642776424645
[-0.25904399 -0.0268395  -0.03383111  0.04271282],0.23420854788942846
[-0.26172794  0.00718504 -0.02955982  0.04491306],0.20159106533795162
"[-0.2890366340843492, 0.0640799139655811, -0.04871126456807166, 0.010511371780575318]",0.6676191537846523
[-0.28262864  0.1712663  -0.04766013  0.15920394],0.34575985714227114
[-0.26550201  0.21826884 -0.03173973  0.15997994],0.15928676544363882
[-0.24367513  0.23477065 -0.01574174  0.12348964],0.046863740880226365
[-0.22019806  0.23480989 -0.00339278  0.08502594],-0.021645393008695966
[-0.19671707  0.22569433  0.00510982  0.05392274],-0.06263486727658861
[-0.17414764  0.21156553  0.01050209  0.03111327],-0.08583751909042413
[-0.15299109  0.19491698  0.01361342  0.01521293],-0.09740521768700061
[-0.13349939  0.17730009  0.01513471  0.00451315],-0.10138019895306667
[-0.11576938  0.15968782  0.01558603 -0.00244838],-0.10047470119348076
"[-0.2516531759797233, 0.08705986090082962, 0.01121915175461169, -0.1545793061044935]",0.257494431304185
[-0.24294719  0.13528674 -0.00423878 -0.0065    ],0.12639461780845668
[-0.22941852  0.15467004 -0.00488878  0.03158608],0.05481801742850275
[-0.21395151  0.16051419 -0.00173017  0.03422468],0.012561278465198618
[-0.19790009  0.15941399  0.0016923   0.02723662],-0.013602972023760831
[-0.18195869  0.15449199  0.00441596  0.01907629],-0.03006653683969625
[-0.1665095   0.14739452  0.00632359  0.0121485 ],-0.04027478637728402
[-0.15177004  0.13908028  0.00753844  0.00685135],-0.046278616975591484
[-0.13786201  0.13015059  0.00822357  0.0029913 ],-0.049394102643785694
[-0.12484696  0.12100017  0.0085227   0.00025763],-0.05050884020975688
"[-0.23060914571035382, -0.13610413140929162, -0.0946180337857314, 0.2279840937790764]",0.523345891129379
[-0.24421956 -0.06377415 -0.07181962  0.17705192],0.39775779692277613
[-0.25059697 -0.00949848 -0.05411443  0.13682639],0.3021219448614183
[-0.25154682  0.03113537 -0.04043179  0.10586358],0.22835622176026962
[-0.24843329  0.06127645 -0.02984544  0.08218324],0.17091395200149767
[-0.24230564  0.08325569 -0.02162711  0.06402861],0.12586085889025447
[-0.23398007  0.09884101 -0.01522425  0.05001916],0.09034232507644556
[-0.22409597  0.1093969  -0.01022233  0.03911926],0.062250996225721195
[-0.21315628  0.11599068 -0.00631041  0.03056572],0.04000804801662985
[-0.20155721  0.11946634 -0.00325384  0.02379868],0.02241434917342383
"[0.05130715317606649, 0.3404253089510416, -0.006819344059557905, 0.1649568207294304]",0.0777918490935546
[0.08534968 0.34654932 0.00967634 0.16356757],-0.15433186540872973
[0.12000462 0.31477107 0.02603309 0.10781306],-0.26941466391613844
[0.15148172 0.2670213  0.0368144  0.05219147],-0.31822914798550567
[0.17818385 0.21414794 0.04203355 0.01016969],-0.3283602594188219
[ 0.19959865  0.16179012  0.04305052 -0.0177776 ],-0.3159711524546553
[ 0.21577766  0.11290939  0.04127276 -0.03453942],-0.2910126629020672
[ 0.2270686   0.06898054  0.03781881 -0.04327444],-0.2597622695294944
[ 0.23396665  0.03060928  0.03349137 -0.04657436],-0.22619431519118322
[ 0.23702758 -0.00211769  0.02883393 -0.04636223],-0.19278814420025298
"[-0.2472863872736154, 0.3324806488798576, -0.04128936401914744, 0.142002641603871]",0.521430678261763
[-0.21403832  0.41018895 -0.0270891   0.23516866],0.13355929041248718
[-0.17301943  0.41976368 -0.00357223  0.19275189],-0.07920810796478697
[-0.13104306  0.39676908  0.01570296  0.1265057 ],-0.19408326218471544
[-0.09136615  0.35846095  0.02835353  0.06918741],-0.25101125039246214
[-0.05552006  0.31388201  0.03527227  0.02717968],-0.2726281692109981
[-0.02413186  0.26803384  0.03799023 -0.00105274],-0.27267675084893983
[ 0.00267153  0.22373778  0.03788496 -0.01874598],-0.25986803376203194
[ 0.02504531  0.18254839  0.03601036 -0.02892917],-0.23984193048299873
[ 0.04330014  0.14524832  0.03311745 -0.03397975],-0.2162668244963348
"[0.2762622616765235, -0.34860566689117056, -0.06430462400069116, -0.17073872546805885]",1.0000000083887544
[ 0.24140169 -0.17764967 -0.0813785   0.09920816],0.9049322140727627
[ 0.22363673 -0.03165224 -0.07145768  0.26491897],0.4270646262666861
[ 0.2204715   0.02746354 -0.04496578  0.23768339],0.1604371279647065
[ 0.22321786  0.04411182 -0.02119744  0.16915621],0.009922337328666042
[ 0.22762904  0.03944679 -0.00428182  0.10556195],-0.07252771949916818
[0.23157372 0.02439879 0.00627437 0.05744444],-0.11357283011410221
[0.2340136  0.00498433 0.01201882 0.02426883],-0.12914751820329165
[ 0.23451203 -0.01537278  0.0144457   0.00280865],-0.12925056535945598
[ 0.23297475 -0.03472941  0.01472656 -0.01020462],-0.12031887259908057
"[-0.22165832443879918, 0.07604916854347332, -0.02265400016109917, 0.05426556313641856]",0.17363131523302164
[-0.21405341  0.10017583 -0.01722744  0.05909842],0.10771547174383425
[-0.20403582  0.11333041 -0.0113176   0.04978926],0.06378550170366176
[-0.19270278  0.11983881 -0.00633868  0.03833907],0.03333074138441584
[-0.1807189   0.12202294 -0.00250477  0.02827329],0.011798884942277266
[-0.16851661  0.12127763  0.00032256  0.02027465],-0.003516549790474578
[-0.15638885  0.11851729  0.00235002  0.0141637 ],-0.014363239836196867
[-0.14453712  0.1143772   0.00376639  0.00956948],-0.021935487796468096
[-0.1330994   0.10931442  0.00472334  0.00613782],-0.02707979740922261
[-0.12216795  0.10366434  0.00533712  0.00358186],-0.030410605569394508
"[0.16566576518659593, -0.2965524783490211, -0.03637958245864609, 0.032804139103974506]",0.1932236643772073
[ 0.13601052 -0.26575142 -0.03309917  0.02069794],0.20031945892814115
[ 0.10943538 -0.23334408 -0.03102937  0.02064503],0.19432377748666135
[ 0.08610097 -0.2020633  -0.02896487  0.02284598],0.18199830983229143
[ 0.06589464 -0.17304077 -0.02668027  0.02445803],0.16676379359263455
[ 0.04859056 -0.14670541 -0.02423447  0.02494777],0.15048471945515307
[ 0.03392002 -0.12315512 -0.02173969  0.0244653 ],0.13422648945138463
[ 0.02160451 -0.10232234 -0.01929316  0.0232995 ],0.11860545026090774
[ 0.01137227 -0.08405467 -0.01696321  0.02171326],0.10396786678140583
[ 0.00296681 -0.06815778 -0.01479189  0.01990685],0.090490757197776
"[-0.2849223775303067, -0.014656009402342296, -0.0723858061470029, 0.08331611078226575]",0.7281863035455178
[-0.28638798  0.09864627 -0.0640542   0.18930303],0.4218211742597537
[-0.27652335  0.15641631 -0.04512389  0.17684074],0.23684566684715438
[-0.26088172  0.18456646 -0.02743982  0.13668852],0.12002750492208701
[-0.24242507  0.19569369 -0.01377097  0.09729241],0.04470052186817464
[-0.2228557   0.19657764 -0.00404172  0.06576858],-0.003937253666131281
[-0.20319794  0.19120378  0.00253513  0.04243151],-0.03483892109293606
[-0.18407756  0.1820678   0.00677828  0.02579902],-0.05375904942847904
[-0.16587078  0.17079261  0.00935819  0.01421212],-0.06453940806525287
[-0.14879152  0.15845236  0.0107794   0.00628214],-0.069801095173176
"[0.2514245512705687, -0.1818173199090376, -0.04145234313281658, 0.2833600252792993]",-0.2830912621066979
[ 0.23324282 -0.24105445 -0.01311634  0.03368273],-0.07194118673497318
[ 0.20913737 -0.25325216 -0.00974807 -0.02895313],0.03328257134651322
[ 0.18381216 -0.24519786 -0.01264338 -0.03269632],0.08700667348540453
[ 0.15929237 -0.22829702 -0.01591301 -0.02141118],0.11340373940083996
[ 0.13646267 -0.20777876 -0.01805413 -0.00909028],0.12427005400422926
[ 0.11568479 -0.18623076 -0.01896316  0.00056043],0.12595364261141753
[ 0.09706172 -0.16501184 -0.01890712  0.00716153],0.12216544034488454
[ 0.08056053 -0.14485282 -0.01819096  0.01124981],0.11520299229066283
[ 0.06607525 -0.12613504 -0.01706598  0.01348883],0.10653520973871589
"[0.2634663112441991, 0.4046033389205468, 0.03388604002026861, -0.20236029965040303]",0.729033555053314
[0.30392665 0.5388356  0.01365001 0.21631235],-0.009592724582768502
[0.3578102  0.53093348 0.03528125 0.22999794],-0.375759316236391
[0.41090355 0.46238812 0.05828104 0.14503426],-0.546016348270461
[0.45714237 0.37028541 0.07278447 0.05750851],-0.607108021621204
[ 0.49417091  0.27262926  0.07853532 -0.00837426],-0.6057788562803709
[ 0.52143383  0.17852931  0.07769789 -0.05127714],-0.5691781146731778
[ 0.53928676  0.09257214  0.07257018 -0.07587103],-0.5138598153832991
[ 0.54854398  0.01686562  0.06498307 -0.08739541],-0.4501486715644317
[ 0.55023054 -0.04790839  0.05624353 -0.09017017],-0.3844849407178568
"[0.25123029725722285, -0.1592876671884894, -0.033858374276800204, 0.1411287405693516]",0.050960053625570295
[ 0.23530153 -0.15617444 -0.0197455   0.06596559],0.046606770847184335
[ 0.21968409 -0.15013692 -0.01314894  0.03268854],0.04037533721091718
[ 0.20467039 -0.14357891 -0.00988009  0.01687337],0.03582318346833589
[ 0.1903125  -0.13709406 -0.00819275  0.00888334],0.033282185395393744
[ 0.1766031  -0.13073817 -0.00730442  0.00470457],0.0322400647657909
[ 0.16352928 -0.12444996 -0.00683396  0.00253286],0.03210330927090659
[ 0.15108428 -0.11817531 -0.00658067  0.00147985],0.032402244113232774
[ 0.13926675 -0.11189281 -0.00643269  0.00106704],0.03281527134299844
[ 0.12807747 -0.10561    -0.00632598  0.00101758],0.03314291003254025
"[-0.1030597586792707, -0.054047122068300646, -0.04588487740734722, 0.1856436801807707]",0.048846117914717414
[-0.10846447 -0.05644827 -0.02732051  0.06723004],0.10194508871871442
[-0.1141093  -0.04419006 -0.0205975   0.03095187],0.11613693780092314
[-0.1185283  -0.02777782 -0.01750232  0.02153123],0.11361513137476448
[-0.12130609 -0.01129541 -0.0153492   0.01986883],0.10384119505164578
[-0.12243563  0.00368566 -0.01336231  0.01972711],0.09114445038762166
[-0.12206706  0.0166169  -0.0113896   0.01932732],0.07764972666783142
[-0.12040537  0.02738675 -0.00945687  0.01835576],0.0644531149721052
[-0.1176667   0.03607806 -0.00762129  0.01692163],0.05212539833031953
[-0.11405889  0.04286067 -0.00592913  0.01521157],0.04094707498524913
"[0.2732072259990222, -0.144629272541472, 0.08317462109984129, 0.2196257793420741]",-1.000000009948265
[ 0.2587443  -0.30156445  0.1051372   0.03096151],-1.0000000099106252
[ 0.22858785 -0.4497728   0.10823335 -0.0820785 ],-1.000000009834111
[ 0.18361057 -0.59445616  0.1000255  -0.17872061],-1.0000000096410704
[ 0.12416496 -0.73870025  0.08215344 -0.29437334],-1.0000000087418959
[ 0.05029493 -0.88509629  0.05271611 -0.45919163],-0.5678293485199981
[-0.0382147  -0.9581279   0.00679694 -0.51267561],0.18209216528741123
[-0.13402749 -0.90576879 -0.04447062 -0.36510747],0.5709138008527925
[-0.22460436 -0.79737867 -0.08098137 -0.20302586],0.7556293288556636
[-0.30434223 -0.66713928 -0.10128395 -0.07575213],0.8203239561351967
"[0.1603645931322214, 0.3549959226649487, -0.012075416940580605, 0.1672103848334514]",0.23341901044180283
[0.19586419 0.38774281 0.00464562 0.21951679],-0.12840259571752324
[0.23463847 0.35858408 0.0265973  0.15798865],-0.3097136050223758
[0.27049687 0.30286137 0.04239616 0.08381297],-0.3906487220413725
[0.30078301 0.23766185 0.05077746 0.02464359],-0.4135578033167111
[ 0.3245492   0.17172441  0.05324182 -0.01583912],-0.40272964440999287
[ 0.34172164  0.10961432  0.05165791 -0.04071484],-0.37291068544989225
[ 0.35268307  0.05363233  0.04758642 -0.0541478 ],-0.33333396678995975
[ 0.3580463   0.00477596  0.04217165 -0.0597377 ],-0.28982955116134673
[ 0.3585239  -0.03672949  0.03619788 -0.06021189],-0.24603924430936927
"[-0.19719178657154202, -0.07895483513603957, 0.08102806706892897, 0.18068492711776213]",-1.0000000099105455
[-0.20508727 -0.23765906  0.09909656 -0.01766091],-1.000000009832856
[-0.22885318 -0.38864515  0.09733047 -0.15244454],-1.0000000096341917
[-0.26771769 -0.53735538  0.08208601 -0.28586532],-1.000000008664816
[-0.32145323 -0.68743392  0.05349948 -0.46005505],-0.5294395793946286
[-0.39019662 -0.75687433  0.00749398 -0.50263795],0.20464771403750612
[-0.46588405 -0.70389112 -0.04276982 -0.35179959],0.5795419859631581
[-0.53627317 -0.59715194 -0.07794978 -0.1896776 ],0.7519256982509672
[-0.59598836 -0.47041966 -0.09691754 -0.06374476],0.8058999233882724
[-0.64303033 -0.34125147 -0.10329201  0.02181318],0.7903225533415272
"[0.12980255808047436, 0.30290303270794416, 0.0025276836481947784, -0.13506931250890525]",0.8233999835276528
[ 0.16009286  0.44775996 -0.01097925  0.23334806],0.13618733762169366
[0.20486886 0.46143484 0.01235556 0.24065025],-0.21540497006078635
[0.25101234 0.41717874 0.03642058 0.16025897],-0.38910126611786255
[0.29273022 0.3485827  0.05244648 0.07795856],-0.46253993590661574
[0.32758849 0.27216768 0.06024234 0.01536601],-0.47768758943072004
[ 0.35480525  0.1964734   0.06177894 -0.02632675],-0.45902891684554104
[ 0.37445259  0.12595964  0.05914626 -0.05130176],-0.4215870399022203
[ 0.38704856  0.06283244  0.05401609 -0.06425652],-0.3748131128442988
[ 0.3933318   0.00798637  0.04759043 -0.06907248],-0.3246752662265674
"[-0.1486118996204976, -0.02023839064712596, -0.004018349687315667, 0.1547892581253455]",-0.5076022895600241
[-0.15063574 -0.11322625  0.01146058 -0.08757591],-0.14777715744701206
[-0.16195836 -0.13496801  0.00270298 -0.11386725],0.03654494314818066
[-0.17545517 -0.12514521 -0.00868374 -0.08268442],0.1296495836513686
[-0.18796969 -0.10161844 -0.01695218 -0.04512925],0.17203142617682768
[-0.19813153 -0.07302499 -0.02146511 -0.01516042],0.1850863312465247
[-0.20543403 -0.04378486 -0.02298115  0.00536996],0.18108039494464867
[-0.20981252 -0.01621042 -0.02244415  0.0180215 ],0.16745640375818857
[-0.21143356  0.00852886 -0.020642    0.02489939],0.14887098110369926
[-0.21058067  0.02992077 -0.01815207  0.02782218],0.12826180027361664
"[0.19604652184580146, -0.1294352585345489, -0.07096655871021411, -0.025918402241152827]",1.0000000073496467
[ 0.183103    0.0357511  -0.0735584   0.21328298],0.6792256882135838
[ 0.18667811  0.1389215  -0.0522301   0.29106251],0.24013589991220505
[ 0.20057026  0.16608873 -0.02312385  0.23104346],-0.00135435911370574
[ 2.17179130e-01  1.56638690e-01 -1.95045575e-05  1.50765938e-01],-0.13181767337121458
[0.232843   0.1298182  0.01505709 0.08365374],-0.19656330667362618
[0.24582482 0.09574506 0.02342246 0.03534035],-0.22147192389957482
[0.25539932 0.05999973 0.0269565  0.00333874],-0.22230520067025958
[ 0.2613993   0.02569812  0.02729037 -0.01639544],-0.20903864723836324
[ 0.26396911 -0.0054781   0.02565083 -0.02749683],-0.18809433502443323
"[-0.20378618650894093, -0.10202174083413423, 0.01953514826324554, -0.1770581218027985]",-0.023120162118679132
[-0.21398836 -0.09914645  0.00182934 -0.12201206],0.09207027478323329
[-0.22390301 -0.08011462 -0.01037187 -0.06994151],0.14928875998257918
[-0.23191447 -0.05428824 -0.01736602 -0.03077119],0.1719423277143507
[-0.23734329 -0.02668302 -0.02044314 -0.00428682],0.17390345087849873
[-2.40011593e-01 -4.61902043e-05 -2.08718225e-02  1.22379642e-02],0.16379823791336895
[-0.24001621  0.02415413 -0.01964803  0.02162023],0.14712141104966547
[-0.2376008   0.04520928 -0.017486    0.02613613],0.12739076757400475
[-0.23307987  0.06287211 -0.01487239  0.0274661 ],0.1068342334569418
[-0.22679266  0.07717491 -0.01212578  0.02679717],0.08682481126149873
"[0.03767977469686379, 0.06771258669165725, -0.1027912302315081, -0.0074876741274411684]",1.0000000097942103
[ 0.04445103  0.22080412 -0.10354     0.12350779],1.0000000095497708
[ 0.06653145  0.37090925 -0.09118922  0.24520279],1.0000000083272147
[ 0.10362237  0.52158382 -0.06666894  0.3985802 ],0.5916184826849585
[ 0.15578075  0.60182663 -0.02681092  0.43591081],-0.024076994403804747
[0.21596342 0.57932963 0.01678016 0.31398049],-0.3488403351009814
[0.27389638 0.509852   0.04817821 0.18136208],-0.5085991553705874
[0.32488158 0.4209874  0.06631442 0.07718394],-0.57090758213959
[0.36698032 0.32726027 0.07403281 0.00527605],-0.5750550090465406
[ 0.39970635  0.23654811  0.07456042 -0.04018519],-0.5451981602872447
"[0.1541467800124542, 0.0221411495260756, -0.056469451671031845, 0.12531180537554631]",0.6372893354929775
[ 0.15636089  0.1225031  -0.04393827  0.23793307],0.22959451939678938
[ 0.1686112   0.15026912 -0.02014496  0.19972453],0.007246422292945281
[ 1.83638117e-01  1.43466877e-01 -1.72510922e-04  1.33365483e-01],-0.112517909677169
[0.1979848  0.12035391 0.01316404 0.07514917],-0.17218617392030006
[0.2100202  0.09037877 0.02067895 0.03244534],-0.19563805615372074
[0.21905807 0.05869436 0.02392349 0.00387716],-0.19725193595584242
[ 0.22492751  0.02816047  0.0243112  -0.01386594],-0.18606494033768373
[ 0.22774356  0.00031973  0.02292461 -0.02392517],-0.16787393875503578
[ 0.22777553 -0.02407782  0.02053209 -0.02877168],-0.1464077618773571
